tweetid	tweetid-href	tweetername	tweeterhandle	tweetbody	numberoflikes	numberofretweets	timeoftweet	
5. mar.	https://twitter.com/Louisesbror/status/838320607343296512	Simon Hansen	@Louisesbror	vi har efterhånden vænnet os til, at det bare er stolpe ud #agfsje #tv3sport #sldk #ultratwitteragf	1	0	1488706182	
5. mar.	https://twitter.com/AGFFodbold/status/838320262424702976	AGF	@AGFFodbold	Det er nemlig øv-dag i Aarhus. Her lidt mere om kampen i går. I dag står den på restitutionstræning på Fredensvang. #ksdh #ultratwitteragf https://twitter.com/tv3sportsl/status/838317686614450176 …	3	2	1488706100	
5. mar.	https://twitter.com/hWHpykUIaT7KAnc/status/838304346693636096	دعم نجم الخليج	@hWHpykUIaT7KAnc	#ultratwitteragf https://youtu.be/XMuoula5pIo 	0	0	1488702305	
5. mar.	https://twitter.com/1880mbk/status/838295793643683841	Morten Bro Killemose	@1880mbk	Håber at ledelsen har større nosser, end mange fans! Trænerfyring hjælper ikke, de sidste 20 år har dokumenteret det. #ksdh #ultratwitteragf	21	4	1488700266	
5. mar.	https://twitter.com/GeoHashTrend/status/838294174831083521	Geo # Trend	@GeoHashTrend	Top Trends Denmark-Mar05 08:42 CET Eleanor Bastian #WeSupportLouis Liverpool #ultratwitteragf #pldk SønderjyskE http://www.geohashtrend.com?cc=DKgeohashtrend.com/?cc=DK 	0	0	1488699880	
5. mar.	https://twitter.com/trendinaliaDK/status/838292974073073664	Trendinalia Denmark	@trendinaliaDK	⒈ Eleanor ⒉ Bastian ⒊ #WeSupportLouis ⒋ Liverpool ⒌ #ultratwitteragf 2017/3/5 08:36 CET #trndnl http://www.trendinalia.com/twitter-trending-topics/denmark/denmark-today.html …	0	0	1488699594	
5. mar.	https://twitter.com/briannormark/status/838279515390545920	Brian Nørmark	@briannormark	Dagen efter en kamp, man har det skidt men tænker også at man altid er hvid lige meget hvad! #ultratwitteragf	5	0	1488696385	
4. mar.	https://twitter.com/KasparOttosen/status/838146984188002305	Kaspar Ottosen	@KasparOttosen	AGF er i krise men hvordan havde det set ud hvis Backman, Rask, DAP (Bundu) havde været klar? Kritiken er for unuanceret #ultratwitteragf	17	4	1488664787	
4. mar.	https://twitter.com/OleSalling/status/838146767669575681	Master Salling	@OleSalling	"#ultratwitteragf måske @AGFFodbold skulle ændre motto til ""Ultra posse nemo obligatur""pic.twitter.com/fn44Pwcpjh"	1	0	1488664736	
4. mar.	https://twitter.com/Spraengstoffer/status/838146493148192768	Sprængstoffer	@Spraengstoffer	Kære #ultratwitteragf. I får sgu lige et sympatikram. #vejlebpic.twitter.com/iD8ZfXB8Lu	4	1	1488664670	
4. mar.	https://twitter.com/henning_madsen/status/838142645419520000	Henning Madsen	@henning_madsen	Gad vide hvad Colin Todd vil sige til et AGF jobtilbud fra hans gamle venner PC og JN? #ultratwitteragf	0	0	1488663753	
4. mar.	https://twitter.com/MortenKEspersen/status/838130232859176960	Morten K. Espersen	@MortenKEspersen	Du må kalde mig Gårdmand-Bjørn, hvis AGF slutter i top-3'. Gensyn med Holmstrøm @Nielsharild http://ekstrabladet.dk/sport/tv3sport/fodbold/article6558823.ece … #ultratwitteragf #sldkpic.twitter.com/o2oe2KsMp4	17	3	1488660793	
4. mar.	https://twitter.com/dennisbjerre/status/838116754652082178	Dennis Bjerre	@dennisbjerre	Man kan mene meget om AGFs spillestil og bla, bla. Men meget havde været anderledes med Backman/Rask i dét forsvar... #ultratwitteragf	19	1	1488657580	
4. mar.	https://twitter.com/Rasmus_Petersen/status/838102489572470784	Rasmus Petersen	@Rasmus_Petersen	BREAKING: Ud over overblik mangler vi nu også selvtillid og kynisme - på mandag er mit tip at vi mangler lidt af det hele #ultratwitteragf	6	1	1488654179	
4. mar.	https://twitter.com/ToendergadeAGF/status/838098170466959360	Tøndergade	@ToendergadeAGF	Sponsorer i skænderi med JN efter kampen i dag. Vil gave Glen fyret! #ultratwitteragf	0	0	1488653149	
4. mar.	https://twitter.com/mufcdk/status/838097216493486080	Martin Hansen	@mufcdk	Hvad er egentlig meningen med fortsat at have BS Christiansen på lønningslisten. Spillerne er tydeligvis ramt mentalt #ultratwitteragf #sldk	9	1	1488652922	
4. mar.	https://twitter.com/PoulBroberg/status/838096514874556417	Poul Broberg	@PoulBroberg	Det er så uendeligt smertefuldt at være GF-fan #ultratwitteragf https://twitter.com/tipsbladet/status/838092442725408769 …	3	0	1488652754	
4. mar.	https://twitter.com/larsjakobsencom/status/838095913046388736	Lars Jakobsen	@larsjakobsencom	Manglede fremsynethed om sundhedstilstanden hos midterforsvaret er det som koster. Er noget #bagklog indrømmer jeg gerne #ultratwitteragf	1	0	1488652611	
4. mar.	https://twitter.com/EtlivmedAGF/status/838095482165542912	Et liv med AGF	@EtlivmedAGF	Kan du mærke presset Glen? #ultratwitteragf pic.twitter.com/Qq56LtOYb9	6	0	1488652508	
4. mar.	https://twitter.com/strillingsgaard/status/838093890196541444	Søren T	@strillingsgaard	Midtstopper der kan hentes i den kommende uge? #hjælpglen #nedrykningsspøgelset #ultratwitteragf	1	0	1488652129	
4. mar.	https://twitter.com/ViborgFod/status/838092940723519489	Viborg Sportsfod	@ViborgFod	Typisk #ultratwitteragf-propaganda at påstå, at der var så mange GF-spillere, som var i løb under kampen #agfsjehttps://twitter.com/olefrank/status/838080162239557632 …	6	0	1488651902	
4. mar.	https://twitter.com/MrJokinen/status/838089609385029633	Mr Jokinen	@MrJokinen	AGF giver mig kvalme for tiden. Jeg genkender følelsen, der kommer til at ske noget rigtig skidt igen. #ultratwitteragf	1	1	1488651108	
4. mar.	https://twitter.com/Riisen/status/838086633148854277	Thomas Riis Hansen	@Riisen	"De, der stemte på ""overtiden"" kan afhente et uforløst spillekoncept hjemme hos Glen. #ultratwitteragf https://twitter.com/riisen/status/838048607865552896 …"	14	3	1488650398	
4. mar.	https://twitter.com/ThomasBiehl/status/838083005537210369	Thomas Biehl	@ThomasBiehl	Jeg kan mærke at jeg ikke orker flere udtalelser fra ledelse og spillere før de viser resultater. Jeg ønsker ydmyghed. #ultratwitteragf #agf	1	0	1488649534	
4. mar.	https://twitter.com/11Lauridsen/status/838077499712106497	Lars Lauridsen	@11Lauridsen	At spille på nederlag til #ultratwitteragf er i denne tid næsten lige så indbringende som under Jesper Fredberg...	2	1	1488648221	
4. mar.	https://twitter.com/jacobsejer/status/838076281870761984	Jacob Sejer	@jacobsejer	Det her bliver interessant! #ultratwitteragf https://twitter.com/peterbruchmann/status/838075830584635392 …	1	0	1488647930	
4. mar.	https://twitter.com/RasmusLassesen/status/838076186509119488	Rasmus Lassesen	@RasmusLassesen	Satans løbebane. #agfsje #ultratwitteragf #sldk	2	0	1488647908	
4. mar.	https://twitter.com/mpsond/status/838076025833680896	Mads P. Søndergaard	@mpsond	5 forskellige trænere, 20 forskellige forsvarsspillere, 2 forskellige målmænd, samme lort på dødbolde i overtiden #ultratwitteragf	1	0	1488647869	
4. mar.	https://twitter.com/HolstHaars/status/838075629270597632	Chr. Holst Haarsløv	@HolstHaars	Tak for den forudsigelighed og stabilitet, du giver til mit liv! #ultratwitterAGF	6	2	1488647775	
4. mar.	https://twitter.com/RJulholt/status/838074960358817793	Robert Julholt	@RJulholt	Jamen, AGF? Vi skal jo i følge statistikken først rykke ned i 2018. #sldk #ultratwitteragf	4	0	1488647615	
4. mar.	https://twitter.com/jpaarhus/status/838074720398409728	JP Aarhus	@jpaarhus	AGF smed igen point http://dlvr.it/NXbglW  #ultratwitterAGF pic.twitter.com/Ucx0fVJaX6	0	0	1488647558	
4. mar.	https://twitter.com/ToendergadeAGF/status/838074674579918849	Tøndergade	@ToendergadeAGF	Denne gang skal vi have en træner fra udlandet! Dog ikke Norge eller Sverige #ultratwitteragf	2	0	1488647547	
4. mar.	https://twitter.com/kabang73/status/838074349278138376	Kasper Bang	@kabang73	Nåmen Jesper Fredberg kan vel lokkes tilbage fra Cypern? #ultratwitteragf	0	0	1488647470	
4. mar.	https://twitter.com/tokewith/status/838074153676730369	Toke With	@tokewith	Det ville give 29 point og en flot 8. plads. #ultratwitteragf #sldkhttps://twitter.com/janschouby/status/838071018723938304 …	3	1	1488647423	
4. mar.	https://twitter.com/HenrikBodker/status/838073715900428288	Henrik Bødker	@HenrikBodker	....og vi skal til Randers næste gang #ultratwitteragf	0	0	1488647319	
4. mar.	https://twitter.com/hakuspeeck/status/838073351805485056	Johnny Rasmussen	@hakuspeeck	Glen var 15 år om at få succes i FCM. Det var sikkert en tilfældighed, nøjagtigt som det der foregår i AGF lige nu! #ultratwitteragf	1	0	1488647232	
4. mar.	https://twitter.com/Lars_Ohlsen/status/838073330183860226	Lars Ohlsen	@Lars_Ohlsen	Ja, jeg burde have vænnet mig til det efterhånden... Men nej. #ultratwitteragf	1	0	1488647227	
4. mar.	https://twitter.com/MathiasBuch/status/838073099069321216	Mathias Buch Jensen	@MathiasBuch	Jeg er nu officielt klar til at få mit fjerde barn. Så er der _slet_ ikke tid til at se fodbold. #ultratwitteragf #sldk #agfsje	15	1	1488647172	
4. mar.	https://twitter.com/LHallund/status/838072881573691394	laust hallund	@LHallund	Kære #ultratwitteragf. Jeg slår op. Det er ikke mig, det er dig. Seriøst, det er dig. Kun dig. Ikke mig. Dig. Fuck dig.	5	0	1488647120	
4. mar.	https://twitter.com/HarboKristian/status/838072627780517890	Kristian Harbo	@HarboKristian	#ultratwitteragf åh hvor jeg trænger til at høre et interview om proces og tålmodighed....	4	0	1488647059	
4. mar.	https://twitter.com/simoehrb/status/838072588354072577	 ⚽ Øhrberg  ⚽	@simoehrb	Hvis IKKE vi fyrer GR ender vi i 1. division, så jo - han skal ud! Selvom det ikke har hjulpet de andre gange. #glenud #ultratwitteragf	1	0	1488647050	
4. mar.	https://twitter.com/OddsetDK/status/838072451695267840	Oddset	@OddsetDK	Scoringer imod: @aabsportdk '92 @viborgff '88 @SEfodbold '92 Bliver det mere AGF'sk...? #sldk #agfsje #ultratwitteragf	2	0	1488647017	
4. mar.	https://twitter.com/FrejElbaek/status/838072210325647360	Frej Elbæk Schjeldal	@FrejElbaek	Hvem vil bytte liv .... #ultratwitteragf #WantToBeYou	5	0	1488646960	
4. mar.	https://twitter.com/Louisesbror/status/838071780791181312	Simon Hansen	@Louisesbror	det er simpelthen jammerligt, at smide point i kampens afslutning for Gud ved hvilken gang #agfsje #ultratwitteragf #ksdh #sldk	1	0	1488646857	
4. mar.	https://twitter.com/primdahlen/status/838071694698950656	Nikolaj Primdahl	@primdahlen	AGF skal kæmpe for at få indført effektiv spilletid i fodbold. Den overtid er livsfarlig. #agfsje #sldk #ultratwitteragf	0	0	1488646837	
4. mar.	https://twitter.com/HAlexandersen/status/838071602101248001	Henrik Alexandersen	@HAlexandersen	Men i det mindste holder jeg også med Dortmund... #ultratwitteragf	4	0	1488646815	
4. mar.	https://twitter.com/bagerens/status/838071419279917059	peter tordrup	@bagerens	#ultratwitteragf arrrmen for fanden AGF	0	0	1488646771	
4. mar.	https://twitter.com/jlilmoes/status/838071413596631042	Jonathan Lilmoes	@jlilmoes	Slap nu af, #ultratwitteragf ... det er også en proces at fyre en træner. Det sker heller ikke.	1	0	1488646770	
4. mar.	https://twitter.com/ralle8K/status/838071388460183552	Rasmus Vind	@ralle8K	Blålys: noget eller nogen der ser lovende ud, men viser sig slet ikke at leve op til forventningerne #ultratwitteragf #gleneffekten	0	0	1488646764	
4. mar.	https://twitter.com/mathies176/status/838071231849037824	Mathies Dalsgaard	@mathies176	#ultratwitteragf's forårssæson: 3 kampe, 88 minutter 5 point, efter 93 minutter 1 point, kurs imod #førstedivision #HaderAlle #agfsje	3	0	1488646726	
4. mar.	https://twitter.com/FreddyKirszner/status/838070737948848129	Freddy Kirszner	@FreddyKirszner	Tålmodighed er væk #GlenUd #ultratwitteragf #grrr	3	1	1488646609	
4. mar.	https://twitter.com/johnfogde/status/838070643430158337	John Fogde	@johnfogde	Jeg har tit undret mig over, hvad der blev af ham Nåsåeren. Det viser sig, at han er træner i Sønderjyske #bolddk #ultratwitteragf	4	0	1488646586	
4. mar.	https://twitter.com/krissangknud/status/838070613189210112	Kristian Knudsen	@krissangknud	Jeg er frustreret og bekymret, men vi skal IKKE fyre Glen. Det har ikke hjulpet de sidste 10 gange vi har fyret træneren #ultratwitteragf	38	2	1488646579	
4. mar.	https://twitter.com/mortenwulff65/status/838070596747554819	Morten Wulff	@mortenwulff65	Samme tweet som sidste @AGFFodbold kamp. HUSK, 90+ minutter. #ultratwitteragf #sldk #håbløst	1	0	1488646575	
4. mar.	https://twitter.com/Lars_Ohlsen/status/838070523452096513	Lars Ohlsen	@Lars_Ohlsen	Forfærdeligt... #ultratwitteragf pic.twitter.com/ggML2Gz913	1	0	1488646558	
4. mar.	https://twitter.com/kommentatorguld/status/838070507681562626	KommentatorGuld	@kommentatorguld	Det er en dukkert af dimensioner for aarhusianerne // @wergecw #agfsje #sldk #ultratwitteragf	0	0	1488646554	
4. mar.	https://twitter.com/LineDithmer/status/838070432846729217	Line Dithmer	@LineDithmer	"Den næste, der ønsker ""god lørdag"" for et svar, jeg næppe kan stå inde for... #ultratwitteragf"	6	2	1488646536	
4. mar.	https://twitter.com/impevius/status/838070358892740608	Niels Østergaard Jen	@impevius	4 points smidt i de døende sekunder i 3 kampe. Endda uden Gjesing på holdet. Øv, #ultratwitteragf #AGFSJE #sldk	4	0	1488646518	
4. mar.	https://twitter.com/s_phx13_n/status/838070334586658816	Kosuke Tobe	@s_phx13_n	もうさアディショナルタイムにばっか失点してる気がする。 後味悪い負け方ばっかりだわ #ultratwitteragf #KSDH #AGFSJE	4	0	1488646513	
4. mar.	https://twitter.com/Nielsen3hop1673/status/838070220002635776	Peder Pawel Nielsen	@Nielsen3hop1673	Det er da lige det de skal have ! Man kan ikke invitere 1.divisions hold til et stadion med løbebaner ... #findnufokus #ultratwitteragf https://twitter.com/stiftendk/status/837715607982227457 …	1	0	1488646485	
4. mar.	https://twitter.com/mmariegaard/status/838070122967355392	Mads Mariegaard	@mmariegaard	Det bliver et langt forår... #ultratwitteragf	0	0	1488646462	
4. mar.	https://twitter.com/StevenVistoftNi/status/838070072547639300	Steven Vistoft	@StevenVistoftNi	Glen din røv må brænde op snart. Magen til elendighed og nul proces! Proces min bare røv!!!! #ultratwitteragf	4	0	1488646450	
4. mar.	https://twitter.com/mufcdk/status/838069926271332357	Martin Hansen	@mufcdk	Nå nu Glen bliver fyret, så er odds på næste træner har en diametral modsat spillestil nede på 1,01 #ultratwitteragf #sldk	13	1	1488646415	
4. mar.	https://twitter.com/Rasmus_Petersen/status/838069880586915840	Rasmus Petersen	@Rasmus_Petersen	Er ikke nervøs - det manglende overblik er lige på trapperne og når det kommer vinder vi over alle! #ultratwitteragf	3	0	1488646404	
4. mar.	https://twitter.com/hrKRHansen/status/838069874475864064	K. R. Hansen	@hrKRHansen	Jamen for fanden #ultratwitteragf #glenraus	0	0	1488646403	
4. mar.	https://twitter.com/ralle8K/status/838069815717789696	Rasmus Vind	@ralle8K	Hvilken træner villle være bedre end Glen? #ultratwitteragf	0	0	1488646389	
4. mar.	https://twitter.com/eyyomain/status/838069749686861824	Mathias Keller	@eyyomain	DEJAVU. Uundgåeligt #AGFSJE #ultratwitteragf	1	0	1488646373	
4. mar.	https://twitter.com/ToendergadeAGF/status/838069721706737664	Tøndergade	@ToendergadeAGF	Farvel til Glen. Han kunne heller ikke løfte opgaven #ultratwitteragf	0	0	1488646366	
4. mar.	https://twitter.com/nsnielsen/status/838069671316307970	Nicolas S. Nielsen	@nsnielsen	Sorgens dag i Aarhus: Med 1-2 kan 'Guld'-Glen og AGF nu ikke længere matematisk nå Champions League. #ultratwitteragf #sldk #bundspil	20	3	1488646354	
4. mar.	https://twitter.com/SuneVistrup/status/838069588315279361	Sune Kappel Vistrup	@SuneVistrup	Fodbold når det er mest ulækkert. Intet har Søndertyske præsteret i 2. halveg... #AGFSJE #ultratwitteragf #ksdh	1	0	1488646335	
4. mar.	https://twitter.com/tempp/status/838069578110550018	Søren Ras	@tempp	Væk med Glen! #ultratwitteragf	1	0	1488646332	
4. mar.	https://twitter.com/MN0rgaard/status/838069557403205632	Morten Nørgaard	@MN0rgaard	Glens teori om det 'hele menneske' er endnu ikke nået til de basale sider af fodboldspillet i Aarhus #ultratwitterAGF #SLDK	2	0	1488646327	
4. mar.	https://twitter.com/Fedthaar/status/838069556493053954	Jesper S. Jørgensen	@Fedthaar	Sig lige HEJ til Guld-Glen! #sldk #agfsje #ultratwitteragf #agfpic.twitter.com/kNmW61kKIF	2	0	1488646327	
4. mar.	https://twitter.com/ThereseBirch/status/838069521365762049	Therese RokkjærBirch	@ThereseBirch	Ikke igen... #overtid #ultratwitteragf #agfsje	5	1	1488646319	
4. mar.	https://twitter.com/andershooge/status/838069500113211394	Anders Hooge	@andershooge	Og man er slet ikke overrasket. Kan ikke en gang hidse mig op over det. De er så røv ringe #ultratwitteragf #agfsje	1	0	1488646314	
4. mar.	https://twitter.com/tokewith/status/838069479875690497	Toke With	@tokewith	Hvis vi ser bort fra det kæmpe frispark på Sverrisson inden, så var det en ret AGFsk afslutning på kampen... #sldk #ultratwitteragf	2	0	1488646309	
4. mar.	https://twitter.com/FreddyKirszner/status/838069472757956608	Freddy Kirszner	@FreddyKirszner	Fuck jeg brækker mig- jeg klarer kraftedme ikke det lort her!!! #agfsje #ultratwitteragf	5	0	1488646307	
4. mar.	https://twitter.com/HenrikWolff/status/838069418433339393	Henrik Wolff	@HenrikWolff	Jamen selvfølgelig...! #ultratwitteragf	2	0	1488646294	
4. mar.	https://twitter.com/FisFus/status/838069415568605184	Søren Lodberg Jensen	@FisFus	Findes der nogen, der IKKE havde set det komme? #ultratwitteragf #sldk #agfsje	1	0	1488646293	
4. mar.	https://twitter.com/FrejElbaek/status/838069385566769152	Frej Elbæk Schjeldal	@FrejElbaek	OMG #ultratwitteragf	5	1	1488646286	
4. mar.	https://twitter.com/aaberg04/status/838069376716783620	Thomas Poulsen	@aaberg04	Nå, ja.... en gang imellem skal man jo tabe en kamp.... men for helvede..... #farvelglen #ultratwitteragf	0	0	1488646284	
4. mar.	https://twitter.com/AlexanderPaaske/status/838069355481026564	Alexander Paaske	@AlexanderPaaske	Det er godt nok ikke sjovt at være GF'er. Nyt pointtab i slutfasen. Av av av! Nedrykningsspøgelset er i den grad i live #ultratwitteragf	2	0	1488646279	
4. mar.	https://twitter.com/rasmussenmartin/status/838069302834102273	Martin Rasmussen	@rasmussenmartin	Hahahaha #UltraTwitteragf #sldk #agfsje	0	0	1488646267	
4. mar.	https://twitter.com/StevenVistoftNi/status/838069180935127041	Steven Vistoft	@StevenVistoftNi	Jeg er Rystet! Nedrykning nærmer sig nu. Hold da ......! #ultratwitteragf	1	0	1488646237	
4. mar.	https://twitter.com/mufcdk/status/838069163491016707	Martin Hansen	@mufcdk	Lol. Hold nu kæft #ultratwitteragf er en joke af episke dimensioner #sldk	6	1	1488646233	
4. mar.	https://twitter.com/kabang73/status/838068881151393792	Kasper Bang	@kabang73	Det blev så endnu 90 min. af livet, vi ikke så'n lige får igen... #ultratwitteragf	1	0	1488646166	
4. mar.	https://twitter.com/tokewith/status/838068019599400960	Toke With	@tokewith	Hvor er det sløjt! #sldk #ultratwitteragf #agfsjehttps://twitter.com/agffodbold/status/838067845837766657 …	6	0	1488645961	
4. mar.	https://twitter.com/laianders/status/838067977048182784	Anders Lai	@laianders	Debut til Gribenco. Tidl. Fuglebakken-knægt. Kom så! #ultratwitteragf #agfsje #ksdh #sldk	0	0	1488645950	
4. mar.	https://twitter.com/tokewith/status/838067435597148163	Toke With	@tokewith	Khodzhaniyazov er blevet vanvittig stabil. Utroligt nok. #sldk #ultratwitteragf #agfsje	2	0	1488645821	
4. mar.	https://twitter.com/StevenVistoftNi/status/838066032610783233	Steven Vistoft	@StevenVistoftNi	Man sidder med lidt samme holdning som mod Viborg. Vis vi havde givet 100% hele kampen så vil man vinde kampene!. #ultratwitteragf	1	0	1488645487	
4. mar.	https://twitter.com/SuneMadsen86/status/838065390639017985	Sune Madsen	@SuneMadsen86	Sidder helt ærligt og keder mig sindsygt til en @AGFFodbold kamp. Ikke meget fryd for øjet til os fans. #ultratwitteragf #agfsje	3	0	1488645334	
4. mar.	https://twitter.com/Riisen/status/838065255527944194	Thomas Riis Hansen	@Riisen	"Werge med ""SønderjyskE har ikke rigtig haft noget..."". Kiss of death. Jeg slukker nu. #ultratwitteragf #agfsje"	5	0	1488645302	
4. mar.	https://twitter.com/laianders/status/838065171708923904	Anders Lai	@laianders	Åhhh kom nu med en ordentlig omgang http://kynisme.dk/skydskydskyd  #ultratwitteragf #AGFSJE #sldk #ksdh	0	0	1488645282	
4. mar.	https://twitter.com/Rasmus_Petersen/status/838061347459969024	Rasmus Petersen	@Rasmus_Petersen	Korrektion: AGF holder 1-1 ved pausen mod SønderjyskE #ultratwitteragf https://twitter.com/politiken/status/838061129653878784 …	0	0	1488644370	
4. mar.	https://twitter.com/brorsonfich/status/838060933515730944	David Brorson Fich	@brorsonfich	Jytas? Matas i Jylland? #Ultratwitteragf #AGFSJE	1	1	1488644271	
4. mar.	https://twitter.com/TaTHSK/status/838060810765238272	Kenny Laursen	@TaTHSK	Forklar lige Junker < Olsen til dagens startopstilling. #ultratwitteragf	1	0	1488644242	
4. mar.	https://twitter.com/SuneVistrup/status/838059752466833408	Sune Kappel Vistrup	@SuneVistrup	Vi vinder 3-1. Jeg siger det bare #ultratwitteragf #ksdh	2	0	1488643990	
4. mar.	https://twitter.com/SoerenSoeballe/status/838057698277093377	Søren Søballe	@SoerenSoeballe	Hvorfor mon de stresser på bolden når du står og råber og skriger dem frem #coolness #ultratwitteragf	1	0	1488643500	
4. mar.	https://twitter.com/OleSalling/status/838056767548506113	Master Salling	@OleSalling	#ultratwitteragf kan vi ikke bare række fingeren i vejret og tage nedrykning med det samme.vi er så ringe at det er en fornærmelse at se på	2	0	1488643278	
4. mar.	https://twitter.com/Louisesbror/status/838056596613775362	Simon Hansen	@Louisesbror	DAP er heldigvis ved at være klar #ultratwitteragf #agfsje #sldk	0	0	1488643237	
4. mar.	https://twitter.com/klausegelund/status/838056212340031488	Klaus Egelund	@klausegelund	Bjørn Daniel sverrisson i optakten til #sje udligning ... der kigges på fodbolden med samme koncentration som en 8-årig #ultratwitteragf	1	0	1488643146	
4. mar.	https://twitter.com/HolstHaars/status/838056196959535104	Chr. Holst Haarsløv	@HolstHaars	Alt føles som tomgang i højtalerne på Ceres Park. Nice one, DJ! #ultratwitterAGF	7	0	1488643142	
4. mar.	https://twitter.com/pbp_ahc/status/838056038226149381	Allan Corneliussen	@pbp_ahc	Vi mangler power på midten. Vi vinder næsten igen 2. Bolde. #ultratwitteragf #sldk #KSDH	1	0	1488643104	
4. mar.	https://twitter.com/Riisen/status/838056007305678850	Thomas Riis Hansen	@Riisen	Så brugte Viashit lige alle pauseminutterne, som i forvejen skal findes med et mikroskop, på et bokseinterview. Smukt. #ultratwitteragf	0	0	1488643097	
4. mar.	https://twitter.com/krissangknud/status/838055944215019521	Kristian Knudsen	@krissangknud	1. halvleg ovre Sygt lang reklameblok 30 sekunders interview med ukendt bokser Sygt lang reklameblok. #sldk #agfsje #ultratwitteragf	7	0	1488643082	
4. mar.	https://twitter.com/briannormark/status/838055694158999552	Brian Nørmark	@briannormark	Tomgang på Ceres Arena, god humor @shc2012 #ultratwitteragf	1	0	1488643022	
4. mar.	https://twitter.com/strillingsgaard/status/838054540171673601	Søren T	@strillingsgaard	Siger ikke at Glen skal ud, men sidder faktisk og savner wiggo #ultratwitteragf	1	0	1488642747	
4. mar.	https://twitter.com/SoerenSoeballe/status/838053910933819394	Søren Søballe	@SoerenSoeballe	Peter Kjær: Det er som om AGF ikke har en plan. Altså den lange bold på Duncan er god nok men... #noshitsherlock #ultratwitteragf	0	0	1488642597	
4. mar.	https://twitter.com/thomashaumann/status/838053847419453440	Thomas Haumann	@thomashaumann	Var det ikke Spellman der blev sparket ned og ham som fik gult? #ultratwitteragf	0	0	1488642582	
4. mar.	https://twitter.com/Rasmus_Petersen/status/838053783561175044	Rasmus Petersen	@Rasmus_Petersen	Husk drenge og piger, det eneste #ultratwitteragf mangler er overblik...intet andet end overblik!	4	0	1488642566	
4. mar.	https://twitter.com/EtlivmedAGF/status/838053632276844544	Et liv med AGF	@EtlivmedAGF	#ultratwitteragf pic.twitter.com/QPGSXoIZrI	24	7	1488642530	
4. mar.	https://twitter.com/Fedthaar/status/838053626606206976	Jesper S. Jørgensen	@Fedthaar	BREAKING NEWS: Martin Spelmann er netop blevet forevist det gule kort! #sldk #AGFSJE #twitterdommerdk #ultratwitteragf	3	0	1488642529	
4. mar.	https://twitter.com/TaTHSK/status/838053611057840128	Kenny Laursen	@TaTHSK	Første berøringer, afleveringer på den sidste tredjedel, indlæg ............ Vi er helt væk. #ultratwitteragf	2	0	1488642525	
4. mar.	https://twitter.com/OMunck/status/838053422372896769	OMega	@OMunck	Peter Kjær nævner at Gf savner en plan....har han først erkendt det nu?? Ned ryger de! #ultratwitteragf	0	0	1488642480	
4. mar.	https://twitter.com/AnneFrostJepsen/status/838053314046623744	Anne Frost	@AnneFrostJepsen	"Trækker vejret dybt og afspiller en indre produktion af @RasmusTantholdt der roligt messer ""det er bare en græsplæne"" #ultratwitteragf"	1	0	1488642455	
4. mar.	https://twitter.com/eyyomain/status/838053010890715136	Mathias Keller	@eyyomain	Øj, det er fodbold af ringe kvalitet #AGFSJE #ultratwitteragf	0	0	1488642382	
4. mar.	https://twitter.com/Riisen/status/838052943718907905	Thomas Riis Hansen	@Riisen	"Peter Kjær taler om ""for store forventninger"". Personligt har mine forventninger ikke haft en puls siden en gang i august. #ultratwitteragf"	6	1	1488642366	
4. mar.	https://twitter.com/OleSalling/status/838052920247652352	Master Salling	@OleSalling	Nu siger jeg ikke at vi er ringe - men jeg har set fejl i dag som ikke ville blive accepteret på serieniveau. #ultratwitterAGF	3	0	1488642361	
4. mar.	https://twitter.com/FisFus/status/838052759349903360	Søren Lodberg Jensen	@FisFus	I en frustration som kun rammer #ultratwitteragf-tilhængere, boykottede min far al fodbold for resten af sæsonen, da AaB scorede i overtiden	0	0	1488642322	
4. mar.	https://twitter.com/krissangknud/status/838052756699168769	Kristian Knudsen	@krissangknud	#ultratwitteragf #giderikkesedetlortmerepic.twitter.com/1zmihHYUmn	2	0	1488642322	
4. mar.	https://twitter.com/SuneMadsen86/status/838052741394153475	Sune Madsen	@SuneMadsen86	Få nu Juelsgaard væk fra de døsbolden. Manden har ikke ramt en AGFer i 2017 !! #ultratwitteragf #KSDH #sldk #agfsje	1	0	1488642318	
4. mar.	https://twitter.com/jesperjensen176/status/838052740895031296	Jesper Jensen	@jesperjensen176	Fyr Glen, det er simpelthen for dårligt det her! #ultratwitteragf	1	0	1488642318	
4. mar.	https://twitter.com/NaestAar/status/838052572770549762	Kim Næst' Aar Jensen	@NaestAar	Jeg synes selv, jeg følger nogenlunde med, men det her må være 250. gang, nogle næsten (for mig) ukendte scorer mod AGF. #ultratwitterAGF	2	0	1488642278	
4. mar.	https://twitter.com/FrejElbaek/status/838052049526865921	Frej Elbæk Schjeldal	@FrejElbaek	Tændte for kampen for 30 sek siden. Slukker igen. #ultratwitteragf #ksdh	1	0	1488642153	
4. mar.	https://twitter.com/StevenVistoftNi/status/838052003666407424	Steven Vistoft	@StevenVistoftNi	Jeg siger det igen. Fysik er godt. Men hvor er vi bare elendige i defensiven! Den står på rent overlevelse nu #ultratwitteragf	2	0	1488642142	
4. mar.	https://twitter.com/Riisen/status/838051980018921473	Thomas Riis Hansen	@Riisen	"Når brasilianerne taler om ""det smukke spil"", så er det jo kampe som den i dag i Aarhus, der refereres til... #ultratwitteragf #agfsje"	4	0	1488642136	
